0,P,0.482126877704801
45,232,P,0.0906761516175715
88,232,P,0.022669037906328512
2,232,P,0.022669037906328512
232,240,P,0.013433503944387061
90,232,P,0.013433503940733723
85,232,P,0.0060734519332705916
212,232,P,0.005137056025305137
116,P,0.004145665728422319
89,232,P,0.003926724126884936
199,232,P,0.0035129798995726233
177,232,P,0.003512979878965767
160,232,P,0.003512979775259133
29,232,P,0.003512979748950788
101,232,P,0.0035129796881767264
12,232,P,0.0031781437970023548
92,232,P,0.003178143792241624
78,232,P,0.003178143792241624
197,232,P,0.003178143792241624
9,232,P,0.003178143779794643
111,232,P,0.003178143779794643
104,232,P,0.003178143779794643
70,232,P,0.0029016007867755417
139,232,P,0.002901599886186514
206,232,P,0.0029015994269189996
54,232,P,0.0029015966281635513
221,232,P,0.0029015966281635513
103,232,P,0.0029015966281635513
164,232,P,0.0026693434009312025
43,232,P,0.0026693433773763145
128,232,P,0.002669343355245541
51,232,P,0.002669343329485932
56,232,P,0.002669343300239529
13,232,P,0.002669343300239529
63,232,P,0.002669343170845279
184,232,P,0.002669343170845279
198,232,P,0.002471519932308429
87,232,P,0.0024715195663216737
173,232,P,0.0024715195663216737
1,232,P,0.0024715195663216737
84,232,P,0.0024715173089494133
67,232,P,0.0024715173089494133
39,232,P,0.0024715173089494133
196,232,P,0.0024715173089494133
180,232,P,0.0024715173089494133
49,232,P,0.002471517286771871
188,232,P,0.0024715161020835716
131,232,P,0.0024715161020835716
112,232,P,0.0024715161020835716
189,232,P,0.0023009999119250725
171,232,P,0.0023009999119250725
143,232,P,0.0023009999119250725
37,232,P,0.002300999814619554
135,232,P,0.002300999814619554
81,232,P,0.002300999526062967
26,232,P,0.002300999526062967
3,232,P,0.002300999472838835
106,232,P,0.002300999472838835
181,232,P,0.00230099650979821
97,232,P,0.002300996403953599
216,232,P,0.002300996403953599
110,232,P,0.002300996403953599
232,236,P,0.0023009787678609337
96,232,P,0.002152495452820223
76,232,P,0.002152495452820223
48,232,P,0.0021524954523068174
183,232,P,0.0021524954523068174
207,232,P,0.002152495452213643
142,232,P,0.002152495452213643
141,232,P,0.002152495452213643
36,232,P,0.0021524954521377677
163,232,P,0.002152495447062521
91,232,P,0.0021524954246636033
64,232,P,0.0021524954246636033
220,232,P,0.0021524954246636033
182,232,P,0.0021524954246636033
153,232,P,0.0021524954246636033
31,232,P,0.0021524953438779603
159,232,P,0.002021999857006341
42,232,P,0.0020219997281295463
218,232,P,0.0020219997281295463
5,232,P,0.002021999641607526
30,232,P,0.0020219995931516836
190,232,P,0.0020219995931516836
127,232,P,0.0020219995931516836
105,232,P,0.0020219995931516836
195,232,P,0.002021999497713583
66,232,P,0.0020219993909392302
138,232,P,0.0020219993909392302
57,232,P,0.0020219992952983405
121,232,P,0.0020219989211907726
75,232,P,0.0020219977997142807
167,232,P,0.001906415492663544
152,232,P,0.001906415492663544
86,232,P,0.0019064141152831582
158,232,P,0.0019064141152831582
151,232,P,0.0019064130704796885
132,232,P,0.0019064130704796885
223,232,P,0.001906411851869481
192,232,P,0.0019064117563086158
179,232,P,0.0019064117563086158
137,232,P,0.0019064117563086158
80,232,P,0.0019064110427930337
186,232,P,0.0019064049358968043
7,232,P,0.0018033345993790691
149,232,P,0.0018033345993790691
82,232,P,0.0018033331446859883
74,232,P,0.0018033331446859883
162,232,P,0.0018033331446859883
40,232,P,0.001803331659441346
33,232,P,0.0018033309430195137
211,232,P,0.0018033309430195137
136,232,P,0.0018033309430195137
174,232,P,0.0018033299192125837
10,232,P,0.0018033299192125837
11,232,P,0.00180332423289167
155,232,P,0.0017108425560747281
208,232,P,0.0017108384199533407
59,232,P,0.0017108380487698093
4,232,P,0.0017108380487698093
219,232,P,0.0017108380487698093
172,232,P,0.001710831511532807
119,232,P,0.001710831511532807
230,232,P,0.0017108297709557156
55,232,P,0.0017108288098662463
117,232,P,0.0017108288098662463
168,232,P,0.001710815461542716
147,232,P,0.001710815461542716
187,232,P,0.0016273664299095683
62,232,P,0.0016273641485773874
166,232,P,0.0016273631052964527
222,232,P,0.0016273597733252418
77,232,P,0.0016273567609488638
