0,P,0.7029919078394016
68,69,P,0.05082285798630306
16,68,P,0.050822857985301007
2,68,P,0.05082285795389419
65,P,0.01982575347607355
68,84,P,0.012705714496728276
51,68,P,0.012705714479237469
45,68,P,0.012705714479237469
44,68,P,0.012705396584310844
68,102,P,0.005360223303320661
8,68,P,0.003404094461789107
68,76,P,0.0034040944617593455
39,68,P,0.002879256167707552
3,68,P,0.002879256167707552
31,68,P,0.002879256167642183
68,107,P,0.002879256162065052
35,68,P,0.002494741015760157
53,68,P,0.0024947410156909763
11,68,P,0.0024947410156019975
68,82,P,0.002494741015437248
68,103,P,0.002494741015437248
7,68,P,0.002200880155781186
52,68,P,0.002200880155781186
22,68,P,0.0022008801554949035
15,68,P,0.0022008801553945914
24,68,P,0.002200880155291686
68,86,P,0.0022008801388771703
68,74,P,0.0022008801388771703
68,85,P,0.0022008800520552205
59,68,P,0.0019689816483497275
17,68,P,0.0019689816483497275
68,105,P,0.0019689816479435953
36,68,P,0.0019689816451012145
30,68,P,0.0019689816451012145
68,78,P,0.0017813101646412554
18,68,P,0.0017812667488861962
56,68,P,0.0016263112556853566
68,106,P,0.0016263112343244915
68,79,P,0.0012896821726715907
9,P,4.997435408387298E-4
5,P,2.890595053676797E-4
43,P,1.7883251720789888E-4
25,P,1.7883251720789888E-4
101,P,1.7883251720789888E-4
71,P,1.1658015380031807E-4
6,P,1.1658015380031807E-4
42,P,1.1658015380031807E-4
14,P,1.1658015380031807E-4
72,P,7.924990161659088E-5
21,P,7.924990161659088E-5
70,P,5.575543518913734E-5
37,P,5.575543518913734E-5
12,P,5.575543518913734E-5
20,P,4.03673653241436E-5
47,P,1.7497143830261834E-5
