0,P,0.4699983253208253
2,56,P,0.046999832890400134
1,2,P,0.04699983287259581
91,P,0.03850226198744713
81,P,0.03850226198744713
75,P,0.03850226198744713
66,P,0.0385022603635185
64,P,0.03850225802252019
63,P,0.03850225802252019
24,P,0.03850225802252019
2,95,P,0.01174995822253225
88,P,0.01031546375984509
80,P,0.01031546375984509
69,P,0.01031546375984509
141,P,0.01031546375984509
130,P,0.01031546375984509
111,P,0.01031546375984509
102,P,0.01031546375984509
2,54,P,0.00495701362516009
53,P,0.003944697844632506
48,P,0.003944697640321582
72,P,0.003944696585396352
78,P,0.003944696579534918
137,P,0.003944696579534918
9,P,0.003944696543037086
19,P,0.003944696543037086
41,P,0.003944696328417711
3,P,0.003944696328417711
122,P,0.003944696328417711
2,44,P,0.0038502263103254407
2,43,P,0.0023070802269056856
92,P,0.001835930968783281
46,P,0.001835930968783281
29,P,0.001835930968783281
27,P,0.001835930968783281
31,P,0.0018359309687832808
123,P,0.0018359309687832808
34,P,0.0018359309687832805
25,P,0.0018359309687832805
84,P,9.705182679478222E-4
8,P,9.705182679478222E-4
39,P,9.705182679478222E-4
22,P,9.705182679478222E-4
15,P,9.705182679478222E-4
128,P,9.705182679478222E-4
127,P,9.705182679478222E-4
120,P,9.705182679478222E-4
110,P,9.705182679478222E-4
71,P,5.613629943319786E-4
7,P,5.613629943319786E-4
28,P,5.613629943319786E-4
20,P,5.613629943319786E-4
131,P,5.613629943319786E-4
74,P,5.613629943319783E-4
85,P,3.4729858551462106E-4
73,P,3.4729858551462106E-4
61,P,3.4729858551462106E-4
59,P,3.4729858551462106E-4
51,P,3.4729858551462106E-4
142,P,3.4729858551462106E-4
133,P,3.4729858551462106E-4
13,P,3.4729858551462106E-4
113,P,3.4729858551462106E-4
90,P,2.2640246385873227E-4
40,P,2.2640246385873227E-4
58,P,1.5390589565776803E-4
5,P,1.5390589565776803E-4
42,P,1.5390589565776803E-4
108,P,1.5390589565776803E-4
76,P,1.0827887499580667E-4
50,P,1.0827887499580667E-4
121,P,1.0827887499580667E-4
10,P,1.0827887499580667E-4
70,P,7.839474105108552E-5
117,P,5.815559576994105E-5
97,P,5.815559576994104E-5
55,P,5.815559576994104E-5
114,P,5.815559576994104E-5
109,P,5.815548485746751E-5
98,P,4.405225399840735E-5
47,P,4.405225399840735E-5
105,P,4.405225399840735E-5
119,P,3.3980024425487474E-5
87,P,1.3865715010324503E-5
