0,P,0.6127386428860774
68,69,P,0.06127386475490674
16,68,P,0.061273864753698636
2,68,P,0.06127386471583345
65,P,0.05019554643537237
68,84,P,0.015318466188910558
51,68,P,0.015318466167823013
45,68,P,0.015318466167823013
44,68,P,0.01531808290227062
68,102,P,0.00646247792346282
8,68,P,0.004104098666013752
68,76,P,0.004104098665977871
39,68,P,0.003471334749855868
3,68,P,0.003471334749855868
31,68,P,0.003471334749777057
68,107,P,0.0034713347430530674
35,68,P,0.0030077494587062285
53,68,P,0.003007749458622822
11,68,P,0.0030077494585155455
68,82,P,0.0030077494583169175
68,103,P,0.0030077494583169175
7,68,P,0.0026534602411269113
52,68,P,0.0026534602411269113
22,68,P,0.002653460240781759
15,68,P,0.002653460240660819
24,68,P,0.0026534602405367527
68,86,P,0.002653460220746822
68,74,P,0.002653460220746822
68,85,P,0.0026534601160711577
59,68,P,0.0023738750634289276
17,68,P,0.0023738750634289276
68,105,P,0.00237387506293928
36,68,P,0.002373875059512404
30,68,P,0.002373875059512404
68,78,P,0.002147611575566739
18,68,P,0.002147559231971571
56,68,P,0.0019607393184598795
68,106,P,0.0019607392927064524
68,79,P,0.0015548871936007717
9,P,0.001265268436845099
5,P,7.31851116870778E-4
43,P,4.5277451535432955E-4
25,P,4.5277451535432955E-4
101,P,4.5277451535432955E-4
71,P,2.951617718130558E-4
6,P,2.951617718130558E-4
42,P,2.951617718130558E-4
14,P,2.951617718130558E-4
72,P,2.0064771416607524E-4
21,P,2.0064771416607524E-4
70,P,1.4116359004656651E-4
37,P,1.4116359004656651E-4
12,P,1.4116359004656651E-4
20,P,1.0220352850886892E-4
47,P,4.429988987194035E-5
