0,P,0.8898950494425358
68,69,P,0.01765201668884913
16,68,P,0.017652016688501092
2,68,P,0.01765201667759274
65,P,0.013145937311375788
68,84,P,0.004413004172265253
51,68,P,0.004413004166190271
45,68,P,0.004413004166190271
44,68,P,0.004412893753537923
68,102,P,0.0018617361351790647
8,68,P,0.0011823249346999425
68,76,P,0.0011823249346896057
39,68,P,0.0010000358094293502
3,68,P,0.0010000358094293502
31,68,P,0.0010000358094066461
68,107,P,0.0010000358074695726
35,68,P,8.664843298742252E-4
53,68,P,8.664843298501972E-4
11,68,P,8.664843298192927E-4
68,82,P,8.664843297620709E-4
68,103,P,8.664843297620709E-4
7,68,P,7.644192943749164E-4
52,68,P,7.644192943749164E-4
22,68,P,7.644192942754834E-4
15,68,P,7.644192942406428E-4
24,68,P,7.644192942049012E-4
68,86,P,7.6441928850374E-4
68,74,P,7.6441928850374E-4
68,85,P,7.644192583483616E-4
59,68,P,6.838752933979836E-4
17,68,P,6.838752933979836E-4
68,105,P,6.838752932569241E-4
36,68,P,6.83875292269696E-4
30,68,P,6.83875292269696E-4
68,78,P,6.186924151872416E-4
18,68,P,6.186773358378459E-4
56,68,P,5.64857518134024E-4
68,106,P,5.64857510714875E-4
68,79,P,4.4793803688579465E-4
9,P,3.3136683897332526E-4
5,P,1.9166777905347914E-4
25,P,1.1857915328604024E-4
43,P,1.1857915328604021E-4
101,P,1.1857915328604021E-4
71,P,7.730124332772893E-5
6,P,7.730124332772893E-5
42,P,7.730124332772893E-5
14,P,7.730124332772893E-5
72,P,5.254853188009738E-5
21,P,5.254853188009738E-5
70,P,3.6969967201974705E-5
37,P,3.6969967201974705E-5
12,P,3.6969967201974705E-5
20,P,2.6766541539872608E-5
47,P,1.1601897309897448E-5
