0,P,0.5975117327170147
6,P,0.08852025596777986
8,9,P,0.059751173492319225
3,P,0.03734448323251667
7,P,0.020650005529749882
4,P,0.020650005529749882
13,P,0.020650005529749882
8,14,P,0.014937793371001122
2,8,P,0.014937793369173523
11,P,0.013114112144684562
1,8,P,0.008852025703583176
8,27,P,0.008852025695096159
8,23,P,0.008852025695096159
8,19,P,0.008852025695096159
8,12,P,0.008852025695096159
8,10,P,0.008852025695096159
15,P,0.006646515728932319
5,8,P,0.006301881579996393
8,20,P,0.006301881571165071
8,17,P,0.006301881571165071
8,26,P,0.006301881483410209
8,25,P,0.004894815891811181
8,21,P,0.004894815891811181
8,18,P,0.004894815891811181
8,16,P,0.004894815891811181
8,24,P,0.004002109396837367
8,22,P,0.00338507003844538
