1,P,0.9988813240048633
3,P,6.181196301600029E-4
7,P,3.417954320422076E-4
0,2,P,9.889914135574332E-5
0,4,P,2.4724785291982157E-5
0,5,P,1.4651724632950972E-5
2,6,P,1.4651724619010898E-5
4,6,P,3.6629311613363017E-6
5,6,P,2.170625873578993E-6
