2,3,P,0.27824087619769233
1,3,P,0.27824087617187265
0,P,0.27548601446197535
1,4,8,P,0.04163307562487987
3,8,P,0.041220870472270583
2,8,P,0.04122087047227057
4,8,P,0.01739005476224312
2,6,P,0.00890359722247288
3,9,P,0.008190890020837002
1,4,7,P,0.0027824087617120486
2,7,P,0.002754860160249784
1,8,9,P,0.0011943860563365448
1,6,P,0.0010475922560031889
6,8,P,6.067803613091057E-4
8,9,P,5.543924667706023E-4
4,6,9,P,2.6248940007806554E-4
1,7,9,P,8.143177815632822E-5
4,7,9,P,8.134715151408908E-5
6,9,P,4.822272317656449E-5
1,5,8,P,3.376802729191361E-5
5,8,P,1.4104884016127762E-5
7,9,P,8.835378382484427E-6
1,5,7,P,2.255188489012933E-6
