2,1,P,0.7
2,56,P,0.1
2,9,8,P,0.02
2,9,46,P,0.02
2,57,P,0.02
2,40,P,0.02
2,9,75,P,0.01
2,9,61,P,0.01
2,9,51,P,0.01
2,9,35,P,0.01
2,9,25,P,0.01
2,9,22,P,0.01
2,62,P,0.01
2,50,P,0.01
2,20,P,0.0
