2,P,0.12
71,20,P,0.11
71,111,P,0.11
111,20,P,0.11
0,71,P,0.11
93,20,P,0.03
88,71,P,0.03
88,111,P,0.03
71,93,P,0.03
71,80,P,0.03
71,112,P,0.03
112,20,P,0.03
87,20,P,0.02
87,111,P,0.02
71,58,P,0.02
71,57,P,0.02
111,80,P,0.02
111,79,P,0.02
111,59,P,0.02
95,20,P,0.01
83,P,0.01
71,79,P,0.01
71,78,P,0.01
71,59,P,0.01
66,20,P,0.01
66,111,P,0.01
124,P,0.01
111,78,P,0.01
1,P,0.01
10,P,0.0
