0,65,P,0.24
65,14,P,0.06
65,13,P,0.06
65,10,P,0.06
65,92,P,0.05
0,83,P,0.04
0,66,P,0.04
65,12,P,0.03
65,11,P,0.03
0,2,1,P,0.02
83,92,P,0.01
83,14,P,0.01
83,13,P,0.01
83,12,P,0.01
83,11,P,0.01
83,10,P,0.01
66,92,P,0.01
66,14,P,0.01
66,13,P,0.01
66,12,P,0.01
66,11,P,0.01
66,10,P,0.01
44,92,P,0.01
44,14,P,0.01
44,13,P,0.01
44,12,P,0.01
44,11,P,0.01
44,10,P,0.01
3,92,P,0.01
3,14,P,0.01
3,13,P,0.01
3,12,P,0.01
3,11,P,0.01
3,10,P,0.01
2,14,1,P,0.01
2,13,1,P,0.01
0,85,P,0.01
0,62,1,P,0.01
0,58,1,P,0.01
0,2,52,P,0.01
0,2,49,P,0.01
0,15,1,P,0.0
